customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3048-ZNFEK,Female,1,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,68.57,752.98,0
7988-KCAFR,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.64,38.2,1
1009-EWJLB,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,120.59,8672.63,0
3060-HBTAE,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.68,30.65,0
3832-IKOXF,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),102.72,411.89,1
4490-QELRN,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,104.36,1881.3,1
2908-XKIBL,Female,1,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.4,819.14,1
9162-CAHVH,Male,0,No,No,31,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),67.17,2084.98,1
7413-CUEES,Male,1,No,No,6,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),77.89,472.3,1
8546-NZDYM,Male,0,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.16,724.88,0
2065-YRHHG,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.56,276.43,1
7943-SFAWO,Female,0,No,No,6,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.46,568.96,0
3712-QAOWB,Male,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.02,3703.17,0
2997-UHHSG,Female,0,Yes,No,70,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),65.83,4605.45,0
2970-FFCGS,Female,0,Yes,Yes,21,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.76,1154.39,1
9135-JTOOA,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),104.54,412.06,1
9669-GDFYA,Female,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.36,102.47,0
1950-ADVBJ,Female,1,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.66,260.88,1
5612-JAVFM,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),46.89,178.86,1
8326-ODMXT,Female,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),100.31,2001.05,0
8863-OHEOD,Female,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.5,1611.43,1
3891-MBSSD,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.85,89.01,0
1793-KETKJ,Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.65,1340.76,1
7166-OZNKL,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,101.72,2342.98,1
8783-RYAOH,Female,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.87,99.86,1
1827-KLLDP,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),33.66,1844.2,0
4876-HJQZI,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),47.61,908.11,0
6109-SNHIV,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,102.29,1016.23,1
2792-NEUZN,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.63,53.39,0
4030-YAVWS,Female,0,Yes,No,15,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,67.35,1001.73,1
6031-OUOIU,Male,0,No,Yes,9,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,95.03,853.34,0
9393-TYUZI,Male,0,No,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),75.33,5419.43,0
8970-TYZKF,Male,0,No,Yes,11,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.36,1019.33,1
9577-GRBQK,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,101.13,6071.21,1
5971-SVXYG,Male,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.49,1260.28,1
6299-FUXAQ,Male,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),111.69,117.29,1
5380-KVZRU,Female,0,Yes,Yes,64,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,92.61,5921.6,0
1966-QTIQT,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,108.13,435.32,1
4701-VHQGA,Male,0,No,Yes,14,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),89.67,1249.86,1
2759-MWSXS,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),37.1,2264.49,0
3079-QMPHS,Male,0,Yes,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.86,875.67,1
3065-ANSOR,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,104.83,1683.08,0
7645-QRFSD,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,98.41,488.49,1
7016-HWGCJ,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.61,1701.1,1
2481-SNBAW,Female,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.91,888.68,1
1054-RGHAY,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,98.83,7122.61,0
6954-XWHVY,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.36,1448.72,1
4310-ECSAO,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),119.07,5602.65,0
8970-XNXNK,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,100.0,7195.03,1
5547-TEVUN,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),93.87,1590.69,1
1822-PRGJG,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,134.71,2824.21,1
3198-USPSD,Female,0,No,Yes,14,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),70.17,987.16,1
2308-RBAOE,Female,1,No,Yes,3,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.37,230.02,1
7035-KJBCW,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.44,742.67,1
5491-TEEFI,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.43,666.15,0
8083-CTZVL,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,95.22,570.27,0
3679-NWQRS,Male,1,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.96,1258.05,0
3573-IHBMY,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),113.28,339.76,0
8368-VVKND,Female,1,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,102.1,1629.41,1
7809-ZMBWE,Female,1,Yes,No,26,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,77.73,2024.61,0
1074-FRUJD,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.57,104.36,1
9232-FBQEY,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,90.57,3534.83,0
8141-ZLWUJ,Female,0,Yes,No,8,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.84,606.74,1
1341-UYFHB,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),97.91,2929.78,0
7136-UGJMQ,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.6,73.17,0
3969-UZNBV,Female,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),108.53,2498.52,0
2386-ASUDS,Male,0,No,No,19,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.37,1750.79,1
5124-UKHKD,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.23,239.05,0
9378-GHCVB,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,83.43,1923.43,0
5150-OXVVE,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),113.8,3192.21,1
8479-AZDOT,Female,1,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),102.31,1639.87,0
2762-TKQMK,Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,102.32,2043.07,1
1481-IZBUI,Male,0,Yes,No,52,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),84.16,4378.07,0
3343-QAYKH,Male,0,No,No,28,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),75.88,2120.85,0
7185-YGCCR,Male,1,Yes,No,56,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,84.83,4756.71,0
2252-LLSFB,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.14,1912.03,1
7667-SELQQ,Female,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),79.03,308.85,0
1329-YWQOL,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,43.48,266.06,1
2341-PXSHU,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.01,158.09,0
2750-EVPFH,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.65,796.58,0
7609-YLOZI,Male,0,No,Yes,15,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),67.24,1013.56,1
9044-ZOJPG,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.09,250.03,0
9592-WZUVZ,Male,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,101.62,1532.99,1
1390-NOUGI,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.89,336.99,0
9007-RWRTG,Female,1,Yes,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.63,1265.84,1
4042-RJGQN,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),118.55,1547.69,0
4223-CLMBC,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),65.61,862.83,1
3983-ZWWLG,Male,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),77.34,1239.08,0
8694-XQDVY,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.98,2737.69,1
8564-RAPMJ,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,113.69,2151.72,1
9502-CJBWM,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,84.38,2541.09,1
4810-GNTQU,Female,1,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.3,575.91,1
1271-XLOYJ,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.3,317.1,0
8069-YGTEA,Female,1,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,55.89,3296.95,0
4760-CMNXR,Male,0,Yes,No,32,No,No phone service,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),53.51,1713.93,1
7467-REYPA,Female,1,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),98.5,1974.56,1
9173-OIOQY,Male,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.76,416.31,1
8511-DLZEE,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.24,242.6,0
5805-GXNXK,Female,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.31,123.61,0
2868-BYGTD,Male,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,92.19,1475.91,0
6690-HTVUS,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),44.0,2157.07,0
4564-NJKBY,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,78.99,4028.2,0
3265-IQZCX,Female,0,No,Yes,32,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),75.59,2410.25,1
4845-EEVOW,Male,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.08,783.14,1
3736-ICTZQ,Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),100.46,599.22,1
8657-CRRQX,Male,1,No,No,15,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,99.07,1488.66,0
9194-CFMXO,Female,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,91.16,2555.06,1
5675-NEBKI,Female,0,No,Yes,21,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,84.35,1763.85,0
8490-ICYBL,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),112.37,1918.22,0
1954-BXOFH,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,84.18,1091.58,1
6370-EPZRF,Male,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),102.66,3379.15,1
9228-PMEMQ,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,44.09,1948.17,0
6233-HMSZC,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,132.5,3969.32,1
2591-HBHMM,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,103.64,6844.95,0
2312-FXSPH,Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,34.93,1266.61,0
3139-APIMK,Male,0,Yes,Yes,14,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,65.73,914.79,0
3604-YUJDF,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,113.31,2610.2,1
5795-GEKMZ,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.78,1336.1,0
3808-SWJJK,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.07,637.64,0
4741-GRDBN,Male,0,No,No,54,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,85.58,4628.33,0
9780-LGBMN,Female,1,No,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,108.85,871.27,1
2136-IQHBX,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.03,93.73,1
2007-FSGJI,Male,0,Yes,Yes,28,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,66.41,1860.49,0
2435-OEVDT,Male,1,Yes,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,59.92,246.22,1
2887-DRDQL,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),74.47,290.32,1
9073-VAVZX,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),92.3,6643.37,0
7353-RNOLD,Male,0,No,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.49,698.04,0
9954-CTLGK,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.37,167.39,1
8813-OOSKZ,Female,1,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,98.53,494.79,1
4356-DQCMI,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.4,412.54,1
1038-OWKTB,Female,0,No,No,12,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.92,1017.97,0
4155-VKCQL,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,94.22,2268.01,1
1988-UOPET,Female,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.68,39.18,1
2682-YECAZ,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,82.2,1970.87,1
1933-OBCQY,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),117.52,1647.1,1
1791-LROLP,Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.18,394.48,1
4610-HNYQU,Male,0,Yes,No,36,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,66.49,2392.35,0
9711-ONRTG,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),118.68,1783.71,1
1959-LUXZC,Male,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.85,2814.3,1
8725-OYNGQ,Female,0,No,No,60,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),88.67,5312.29,0
2875-DIFPY,Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,113.41,1136.02,1
8099-VVUUB,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,78.66,4240.81,0
6463-HKMQH,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,120.07,596.54,1
9465-RNOFK,Female,0,No,No,6,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,96.32,569.01,0
6420-YAFIH,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,111.64,2902.62,1
1778-VSXIQ,Female,0,No,Yes,2,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,84.38,167.28,0
7731-YNOPV,Male,0,No,No,14,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),58.34,822.17,1
3720-JHRAB,Male,1,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),93.53,473.77,1
7368-AIMAM,Male,0,Yes,No,20,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.61,1919.97,1
8833-VGBFG,Male,0,Yes,No,39,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),85.21,3315.77,0
1089-NZROB,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.52,90.42,1
1105-WLQHK,Male,0,Yes,No,12,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.92,1225.66,1
9508-CFIFI,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),36.11,1128.32,0
1552-RLHHR,Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),91.46,914.01,0
4389-TOGKT,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.17,45.27,1
1207-DFZVZ,Male,0,Yes,No,21,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,75.22,1577.87,0
1894-CIJNK,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.73,355.06,1
8179-WLMYM,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.12,348.88,1
